name,designation,department,profile_url,vidwan_id,orcid_id,scopus_id,researcher_id,gscholar_id,total_publications,citations_box,google_scholar_citations,h_index,coauthor_count,expertise
Prof Binod Kumar Kanaujia,Director,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/60657,60657,0000-0002-7849-5299,56962785800,,5-GFaNYAAAAJ,488,4,,46,460,Multidisciplinary Engineering
Dr Barjinder Singh Saini,Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90313,90313,,56699726600,Y-2321-2019,JuxITvcAAAAJ,131,3,,15,152,Electrical and Electronic Engineering
Prof Arun Khosla,Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90341,90341,0000-0001-8571-7614,56227861800,3116225,bwZHQ8EAAAAJ,164,3,,20,146,Multidisciplinary Engineering
Dr R K Sarin,Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90327,90327,0000-0002-3822-9092,56653188000,Q-3316-2019,,59,6,,5,56,Electrical and Electronic Engineering
Dr Balwinder Raj,Associate Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90185,90185,0000-0002-3065-6313,23009907800,Q-3308-2019,MsUhV24AAAAJ,282,2,,61,450,Electrical and Electronic Engineering
Dr Asutosh Kar,Associate Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/339780,339780,0000-0003-0011-0069,37049070900,N-4725-2016,nbc4GjgAAAAJ,120,11,,14,297,Electrical and Electronic Engineering
Dr Neetu Sood,Associate Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90297,90297,0000-0001-7475-8672,35100900900,X-8624-2019,5sVPsTUAAAAJ,73,1,,13,119,Electrical and Electronic Engineering
Dr Ashish Raman,Associate Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90303,90303,0000-0002-6720-373X,55031124900,X-8646-2019,https://scholar.google.co.in/citations?user=Kijr1p,149,1,,17,346,Electrical and Electronic Engineering
Dr Deepti Kakkar,Associate Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90315,90315,0000-0002-9681-1291,55232174500,v-6069-2019,https://scholar.google.com/citations?user=B5NJ_AMA,92,1,,13,175,Electrical and Electronic Engineering
Dr Ramesh Kumar Sunkaria,Associate Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90317,90317,0000-0003-0139-0023,35787505800,X-9899-2019,7p7UdYYAAAAJ,157,2,,20,218,Electrical and Electronic Engineering
Dr Mamta Khosla,Associate Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90321,90321,0000-0002-4843-0160,25031847700,3116149,UqaHwcAAAAAJ,82,1,,20,150,Electrical and Electronic Engineering
Dr Sachchidanand Sachchidanand,Assistant Professor (Grade-II),Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/625502,625502,0000-0003-4619-929X,57210428818,ISU-2703-2023,b706_rwAAAAJ,20,159,,6,38,Electrical and Electronic Engineering
Dr Roshan Bodile,Assistant Professor (Grade-II),Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/339464,339464,0000-0003-0925-7438,57219120516,AAQ-6098-2021,SshPXWIAAAAJ,17,48,,5,43,Biomedical Engineering
Dr Rohit Singh,Assistant Professor (Grade-II),Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/339152,339152,0000-0002-3330-1710,57213969967,AAF-1141-2021,sKTZXpQAAAAJ,42,2,,13,221,Telecommunications
Dr Robin Kalyan,Assistant Professor (Grade-I),Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/651863,651863,0000-0001-8478-1948,56005046600,ISB-2677-2023,0yFPib4AAAAJ,18,1,,6,75,Electrical and Electronic Engineering
Dr Pawan Kumar Verma,Assistant Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90325,90325,0000-0002-8380-2003,35333089400,Y-2197-2019,Wsp4EOwAAAAJ,36,1,,8,145,Computer Science Interdisciplinary SCI
Dr Manjeet Singh,Assistant Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/113985,113985,0000-0001-6979-090X,57192093689,L-4135-2019,CU5RlLYAAAAJ,11,24,,,27,Multidisciplinary Engineering
Dr Tarun Chaudhary,Assistant Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/114041,114041,0000-0003-1854-4535,55319495600,AAS-3431-2020,EyyFS8MAAAAJ,13,6,,,47,Electrical and Electronic Engineering
Dr Kundan Kumar,Assistant Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/226842,226842,,57195535030,,,31,2,,9,86,Electrical and Electronic Engineering
Dr Sateesh Awasthi,Assistant Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90293,90293,0000-0002-9775-3847,57211775667,Y-2191-2019,2NOoOgsAAAAJ,26,1,,5,19,Electrical and Electronic Engineering
Dr Aijaz Mehdi  Zaidi,Assistant Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/339389,339389,0000-0002-8794-4690,56203809800,AEK-5190-2022,62jk_moAAAAJ,46,4,,10,219,Electrical and Electronic Engineering
Dr Sukwinder Singh,Assistant Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90219,90219,0000-0002-0780-949X,57211843318,Q-5346-2019,bptO870AAAAJ,28,77,,4,36,Telecommunications
Dr Nitesh Kashyap,Assistant Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90205,90205,0000-0002-2366-4403,56329269500,Q-3307-2019,a2uf27oAAAAJ,38,3,,7,60,Telecommunications
Dr Indu Saini,Assistant Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/90197,90197,0000-0003-3983-913X,55808082700,P-6034-2015,3RND6lUAAAAJ&hl,105,1,,13,175,Biomedical Engineering
Dr Nitesh Kashyap,Assistant Professor,Department of Electronics and Communication Engineering,https://nitj.irins.org/profile/89969,89969,0000-0002-2366-4403,56329269500,Q-3307-2019,a2uf27oAAAAJ,38,3,,7,60,Electrical and Electronic Engineering
Dr Arvind  Kumar  Agnihotri,Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90269,90269,0000-0002-9021-5931,57208466904,X-9157-2019,zYs3TaAAAAAJ,101,3,,13,43,Civil Engineering
Prof Amrit Pal Singh,Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90275,90275,,55487563500,Y-2245-2019,,23,1,,6,31,Civil Engineering
Prof Surinder Pal Singh,Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90199,90199,0000-0002-0508-7171,56192292200,X-5661-2019,W3iAUI,35,2,,,163,Civil Engineering
Dr Hemant Chore,Associate Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90361,90361,0000-0003-1546-2606,23567596800,Y-2189-2019,https://scholar.google.co.in/citations?user=ZEqqCi,296,1,,13,158,Civil Engineering
Dr Abhishek  Sharma,Assistant Professor (Grade-II),Department of Civil Engineering,https://nitj.irins.org/profile/340482,340482,0000-0002-6289-6063,57219554269,HMD-7471-2023,Z_qdfs0AAAAJ,7,,,,17,Civil Engineering
Dr VINIL KUMAR GADE,Assistant Professor (Grade-II),Department of Civil Engineering,https://nitj.irins.org/profile/340181,340181,0000-0001-9360-9234,57076436400,O-7875-2019,gONBK5UAAAAJ,19,1,,7,12,Civil Engineering
Dr Roop Kishor,Assistant Professor (Grade-II),Department of Civil Engineering,https://nitj.irins.org/profile/339293,339293,0000-0002-2075-8009,57481253700,HMD-7047-2023,cizw80IAAAAJ,11,1,,4,20,Civil Engineering
Dr Koteswaraarao Jadda,Assistant Professor (Grade-II),Department of Civil Engineering,https://nitj.irins.org/profile/272128,272128,0000-0003-3672-8936,57216493022,HMD-6948-2023,6PszYn4AAAAJ,16,247,,9,22,Civil Engineering
Dr Neelam Rani,Assistant Professor (Grade-I),Department of Civil Engineering,https://nitj.irins.org/profile/130072,130072,0000-0001-6514-1304,57209032361,AAS-2748-2020,https://scholar.google.com/citations?hl=en&authuse,30,1,,2,38,Civil Engineering
Dr S Rupali,Assistant Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90323,90323,0000-0002-6048-5885,7801640574,C-8307-2019,https://scholar.google.co.in/citations?user=xPjVua,46,2,,5,98,Multidisciplinary Engineering
Dr M Abdul Akbar,Assistant Professor,Department of Civil Engineering,https://nitj.irins.org/profile/122563,122563,0000-0002-4221-4395,57188689756,AAS-1721-2020,cTnqt9MAAAAJ,57,1,,9,92,Civil Engineering
Dr Davinder Singh,Assistant Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90349,90349,0000-0003-4735-9013,57209912258,x-9900-2019,7e8I0JMAAAAJ,62,3,,11,67,Multidisciplinary Engineering
Dr K Senthil,Assistant Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90347,90347,0000-0001-5051-0920,55345830000,O-8133-2017,https://scholar.google.co.in/citations?hl=en&user=,113,4,,14,214,Mechanics
Mrs Shailja Bawa,Assistant Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90311,90311,0000-0002-8831-0841,57210596804,V-1122-2019,https://scholar.google.co.in/citations?user=3F2DBn,35,1,,1,12,Civil Engineering
Dr Rajiv Kumar,Assistant Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90295,90295,0000-0003-2114-978X,57214462163,X-8642-2019,https://scholar.google.co.in/citations?user=7MTrUm,67,1,,22,136,Civil Engineering
Dr Shashi Kant Sharma,Assistant Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90217,90217,0000-0002-5335-9602,57862167700,X-9755-2019,EWG-qssAAAAJ,47,280,,10,72,Civil Engineering
Dr Kanish Kapoor,Assistant Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90211,90211,0000-0002-8284-165x,57191666881,Y-1201-2019,LTDhhNwAAAAJ,72,4,,14,171,Multidisciplinary Engineering
Dr Mahesh Patel,Assistant Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90207,90207,0000-0001-8679-3205,56589357200,X-8468-2019,Pt9J-NwAAAAJ,56,1,,15,109,Civil Engineering
Dr Navdeep Singh,Assistant Professor,Department of Civil Engineering,https://nitj.irins.org/profile/90203,90203,,57214659001,X-8619-2019,K834eKgAAAAJ,60,3,,19,128,Civil Engineering
Prof S J S Bedi,Professor,Department of Humanities and Management,https://nitj.irins.org/profile/94278,94278,0000-0001-8121-624X,57194168101,AAT-1106-2020,8G-jOxwAAAAJ,15,100,,4,24,Interdisciplinary Social Sciences
Dr Jagwinder Singh Pandher,Associate Professor,Department of Humanities and Management,https://nitj.irins.org/profile/92933,92933,0000-0001-7556-8168,57149356800 and 57204172882,U-6773-2019,https://scholar.google.co.in/citations?user=bzOdHt,20,116,,,26,Management
Prof Satish Chandra Pant,Assistant Professor (Grade-II),Department of Humanities and Management,https://nitj.irins.org/profile/284672,284672,0000-0002-1503-804X,57949101500,GNP-0652-2022,VUsu8zAAAAAJ,34,1,,3,82,Management
Dr Nagendra Singh Nehra,Assistant Professor (Grade-II),Department of Humanities and Management,https://nitj.irins.org/profile/341514,341514,,,,,,,,,,
Dr Vaibhav Pathak,Assistant Professor (Grade-II),Department of Humanities and Management,https://nitj.irins.org/profile/651877,651877,0000-0001-8118-2130,58622126400,NCU-9305-2025,9zSbxNoAAAAJ,4,,,,1,"Humanities, Multidisciplinary"
Dr Ravina Toppo,Assistant Professor (Grade-II),Department of Humanities and Management,https://nitj.irins.org/profile/652686,652686,0000-0001-5987-0834,58045788200,OIU-7317-2025,72n_ykQAAAAJ,4,,,,2,Language and Linguistics
Dr Aditya Prakash,Assistant Professor (Grade-I),Department of Humanities and Management,https://nitj.irins.org/profile/286132,286132,,,,,4,,,,3,Language and Linguistics
Dr Gyan Prakash,Assistant Professor,Department of Humanities and Management,https://nitj.irins.org/profile/89975,89975,0000-0003-1063-0711,57698843400,R-4994-2019,2yRcKGgAAAAJ,33,1,,15,82,Management
Dr Shyamkiran Kaur,Assistant Professor,Department of Humanities and Management,https://nitj.irins.org/profile/90013,90013,0000-0002-8182-361X,57221328883,AEJ-6226-2022,0UtoemgAAAAJ,7,2,,1,3,Literature
Dr Aditya Prakash,Assistant Professor,Department of Humanities and Management,https://nitj.irins.org/profile/90305,90305,,,,,,,,,,Language and Linguistics
Dr Preeti Puri,Assistant Professor,Department of Humanities and Management,https://nitj.irins.org/profile/92039,92039,0000-0002-6822-5420,57221327220,AAQ-9039-2021,QJNq4-YAAAAJ,8,,,,4,Literary Theory and Criticism
Dr Radhakrishna G S,Assistant Professor,Department of Humanities and Management,https://nitj.irins.org/profile/341245,341245,,57211346628,,wsFQEY4AAAAJ,6,38,,2,14,"Business, Finance"
Dr Gaurav Kumar,Assistant Professor,Department of Humanities and Management,https://nitj.irins.org/profile/342678,342678,0000-0001-9067-4161,57198436657,AAV-4606-2021,3pJ2YPIAAAAJ,16,2,,6,27,"Humanities, Multidisciplinary"
Dr Vishal Santosh Sharma,Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/90175,90175,0000-0002-6200-7422,57189022566,D-5764-2019,https://scholar.google.co.in/citations?user=hIExzC,149,3,,41,441,Manufacturing Engineering
Prof Arvind Bhardwaj,Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/90387,90387,0000-0002-8162-3941,7101752779,R-9358-2019,stMEHeUAAAAJ,108,1,,16,154,Industrial Engineering
Prof Anish Sachdeva,Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/90425,90425,0000-0002-7884-9982,24537822600,Q-9029-2016,SU2OWbUAAAAJ,334,5,,37,451,Industrial Engineering
Dr Rajiv Kumar Garg,Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/89983,89983,0000-0001-7949-678X,35188958800,D-5130-2014,mJIUC0UAAAAJ,89,2,,20,213,Manufacturing Engineering
Dr RAJEEV TREHAN,Associate Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/90071,90071,0000-0001-8148-0031,57195241778,,https://scholar.google.co.in/citations?user=JiD93Z,60,1,,10,120,Industrial Engineering
Dr Shailendra Singh Bhadauria,Associate Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/90301,90301,0000-0002-9790-0771,55907294400,1612714,-875CKoAAAAJ,52,1,,9,109,Mechanical Engineering
Prof Raj Kumar Bansal,Associate Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/92939,92939,0000-0002-4549-9322,,Y-3970-2019,bansalrk@nitj.ac.in,5,1,,1,12,Industrial Engineering
Dr Ajay  Gupta,Associate Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/94216,94216,0000-0002-2952-6474,56125845300,X-3096-2019,https://scholar.google.co.in/citations?user=tU2hq0,,,,,,Industrial Engineering
Dr Lakhwinder Pal Singh,Associate Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/97415,97415,0000-0002-9004-145X,57194706880,3108705,X5Bjw-wAAAAJ,7,106,,,15,Industrial Engineering
Dr Rakesh Kumar,Associate Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/97851,97851,0000-0003-1232-3010,57216257235,X-9926-2019,Va5Zy2kAAAAJ,,,,,,Industrial Engineering
Dr Varun Sharma,Assistant Professor (Grade-II),Department of Industrial and Production Engineering,https://nitj.irins.org/profile/93269,93269,0000-0002-3767-9622,55463047600,Y-1927-2019,https://scholar.google.co.in/citations?hl=en&user=,62,1,,14,205,Manufacturing Engineering
Dr Rudranarayan kandi,Assistant Professor (Grade-II),Department of Industrial and Production Engineering,https://nitj.irins.org/profile/343336,343336,0000-0003-0992-486X,57221783638,,3UXdPgIAAAAJ,16,103,,5,48,Manufacturing Engineering
Dr Gurraj Singh,Assistant Professor (Grade-II),Department of Industrial and Production Engineering,https://nitj.irins.org/profile/130133,130133,,,,,,,,,,Manufacturing Engineering
Dr Narendra  Kumar,Assistant Professor (Grade-II),Department of Industrial and Production Engineering,https://nitj.irins.org/profile/130049,130049,0000-0003-3372-9378,57203626766,K-8255-2018,DGNTCYEAAAAJ&hl=en,61,3,,12,204,Manufacturing Engineering
Dr Aviral Misra,Assistant Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/111325,111325,0000-0003-3653-7574,57195354118,A-4463-2019,https://scholar.google.co.in/citations?user=491uIX,25,1,,7,42,Manufacturing Engineering
Dr Mohit  Tyagi,Assistant Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/94213,94213,0000-0002-7995-6990,56102678200,3056399,enGoLCQAAAAJ,111,3,,23,292,Industrial Engineering
Dr RAVI PRATAP SINGH,Assistant Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/92957,92957,0000-0001-5827-3560,56999395200,P-9486-2019,siVGbwEAAAAJ,261,7,,49,456,Manufacturing Engineering
Dr Sumit Kumar Sharma,Assistant Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/170831,170831,0000-0002-8946-7533,,https://www.researchgate.net/profile/Sumit_Sharma3,https://scholar.google.co.in/citations?user=zUd3EzwAAAAJ&hl=en#,12,1,,4,43,Metallurgy and Metallurgical Engineering
Dr Rajeev Verma,Assistant Professor,Department of Industrial and Production Engineering,https://nitj.irins.org/profile/90015,90015,0000-0001-5566-9834,57188871084,X-8993-2019,https://scholar.google.co.in/citations?user=1BuQRe,64,2,,16,225,Manufacturing Engineering
Dr Rohit Mehra,Professor,Department of Physics,https://nitj.irins.org/profile/89977,89977,0000-0001-8925-5912,15219829700,E-1661-2015,fb0aZBAAAAAJ,317,3,,36,452,Nuclear Science and Technology
Dr Harish Mohan Mittal,Professor,Department of Physics,https://nitj.irins.org/profile/98087,98087,0000-0002-5306-6279,26635739900,X-9906-2019,https://scholar.google.co.in/citations?user=khY76c,52,1,,8,38,Nuclear Physics
Dr Abhinav Pratap Singh,Associate Professor,Department of Physics,https://nitj.irins.org/profile/89943,89943,0000-0001-7449-9623,55726465200,X-7962-2019,,57,3,,17,267,Condensed Matter Physics
Dr Jyoti Bharj,Associate Professor,Department of Physics,https://nitj.irins.org/profile/89957,89957,,36871576100,X 8417-2019,,18,1,,4,30,Condensed Matter Physics
Dr Praveen  Malik,Associate Professor,Department of Physics,https://nitj.irins.org/profile/90265,90265,0000-0001-7872-1260,7103281007,3104457,,12,,,,14,Condensed Matter Physics
Dr Harleen Dahiya,Associate Professor,Department of Physics,https://nitj.irins.org/profile/92937,92937,0000-0002-3288-2250,6603545587,A-6536-2016,,130,6,,18,145,Theoretical High Energy Physics
Dr Shubhchintak .,Assistant Professor (Grade-II),Department of Physics,https://nitj.irins.org/profile/651935,651935,0000-0002-0658-9608,55670592800,N-6671-2019,,37,10,,11,96,Nuclear Physics
Dr Suneel Dutt,Assistant Professor,Department of Physics,https://nitj.irins.org/profile/90123,90123,0000-0002-0307-2291,7006834489,O-6171-2018,N84DLpQAAAAJ,544,58,,87,2475,Particles and Fields Physics
Dr Shishram Rebari,Assistant Professor,Department of Physics,https://nitj.irins.org/profile/90337,90337,0000-0003-4943-6609,57194897364,U-5852-2019,m4cBL5wAAAAJ,8,3,,4,38,Applied Physics
Dr Kiran Singh,Assistant Professor,Department of Physics,https://nitj.irins.org/profile/90381,90381,0000-0002-1600-7210,7404762832,V-4790-2019,Cd_tFkUAAAAJ&hl,133,4,,26,453,Multidisciplinary Physics
Prof Arvinder  Singh,Professor (HAG),Department of Physics,https://nitj.irins.org/profile/90329,90329,0000-0002-0628-7861,7407707551,Y-2639-2019,cTkda4oAAAAJ,123,1,,20,82,Fluids and Plasmas Physics
Dr Gurmej  Singh,Associate Professor,Department of Physical Education and sports,https://nitj.irins.org/profile/90271,90271,,,,,,,,,,Physical Geography
Dr Jaspal Aujla,Professor,Department of Mathematics,https://nitj.irins.org/profile/92733,92733,,6602834437,AAF3247-2020,UTjt-jAAAAAJ,37,4,,10,15,Mathematics
Dr Anupam  Yadav,Associate Professor,Department of Mathematics,https://nitj.irins.org/profile/89947,89947,0000-0002-9179-3151,55220521500,Y-1063-2019,8g3TkDAAAAAJ,67,1,,18,129,Computer Science Artificial Intelligence
Dr Damanjit Kaur,Associate Professor,Department of Mathematics,https://nitj.irins.org/profile/90399,90399,,57211010470,Y-4501-2019,,3,58,,3,4,Mechanical Engineering
Dr Geeta Partap,Associate Professor,Department of Mathematics,https://nitj.irins.org/profile/90401,90401,,55948614900,X-9929-2019,,28,172,,8,14,Applied Mathematics
Dr Sivaraj Ramachandran,Associate Professor,Department of Mathematics,https://nitj.irins.org/profile/341234,341234,0000-0002-0841-3948,55121905400,D-3912-2019,vPCP-HMAAAAJ,82,3,,29,316,Mathematics
Dr NARESH KUMAR,Assistant Professor (Grade-II),Department of Mathematics,https://nitj.irins.org/profile/574104,574104,0000-0002-1913-7950,57217124446,OIS-2003-2025,-5xuulAAAAAJ,45,1,,5,63,Mathematics
Dr Manoj  Kumar,Assistant Professor (Grade-II),Department of Mathematics,https://nitj.irins.org/profile/651995,651995,0000-0002-8942-1754,,,E_3sTA0AAAAJ,4,,,,26,Operations Research and Management Science
Dr Vipin Kumar,Assistant Professor (Grade-II),Department of Mathematics,https://nitj.irins.org/profile/652075,652075,0000-0002-7068-5426,57204573903,AHA-4618-2022,fVPc7TAAAAAJ,32,2,,14,45,Mathematics
Dr Sukhjit  Singh,Assistant Professor (Grade-I),Department of Mathematics,https://nitj.irins.org/profile/93263,93263,0000-0003-3445-2358,56864789600,Y-2208-2019,dj8zAPoAAAAJ&hl=en,,,,,,Applied Mathematics
Dr Neha  Yadav,Assistant Professor (Grade-I),Department of Mathematics,https://nitj.irins.org/profile/101450,101450,0000-0001-8058-0778,52365435800,AAY-9034-2021,H46redUAAAAJ,33,1,,10,55,Applied Mathematics
Dr Mohammad Zafar,Assistant Professor,Department of Mathematics,https://nitj.irins.org/profile/90285,90285,,56373668000,Y-1349-2019,https://scholar.google.com/citations?user=RtSidIEA,18,1,,5,10,Mathematics
Dr Ravinder Kumar,Assistant Professor,Department of Mathematics,https://nitj.irins.org/profile/90359,90359,0000-0002-6163-7203,56972879900,X-9741-2019,eE0Le_sAAAAJ&hl=en,16,1,,5,17,Mathematics
Dr Deepika Rani,Assistant Professor,Department of Mathematics,https://nitj.irins.org/profile/90383,90383,0000-0001-8544-4628,28568058300,X-8483-2019,https://scholar.google.com/citations?user=qCzk-pYA,79,2,,14,280,Mathematics
Dr Ravinder Singh,Assistant Professor,Department of Mathematics,https://nitj.irins.org/profile/92087,92087,0000-0002-6969-6515,57215037752,AAS-9195-2020,Db1k8AAAAJ,32,212,,9,50,Mathematics
Dr Vandita Sharma,Assistant Professor,Department of Mathematics,https://nitj.irins.org/profile/458069,458069,0000-0002-9348-2410,57212920956,JQV-6012-2023,qNVBsTgAAAAJ,10,2,,7,28,Applied Mathematics
Dr  Saurabh Kumar  Katiyar,Assistant Professor,Department of Mathematics,https://nitj.irins.org/profile/479660,479660,0000-0003-4640-8514,56938102400,,opixed4AAAAJ,23,2,,9,29,Mathematics
Dr POTHURAJU RAMAKRISHNA,Assistant Professor (Grade-II),Department of Electrical Engineering,https://nitj.irins.org/profile/496605,496605,0000-0002-2794-8710,57205419307,KIH-1619-2024,RGAgoqEAAAAJ,23,87,,6,48,Electrical and Electronic Engineering
Dr Sounak Nandi,Assistant Professor (Grade-II),Department of Electrical Engineering,https://nitj.irins.org/profile/520311,520311,0000-0003-2746-9266,57209283599,,oFPDCXUAAAAJ,20,79,,5,28,Electrical and Electronic Engineering
Dr Harimurugan Devarajan,Assistant Professor (Grade-I),Department of Electrical Engineering,https://nitj.irins.org/profile/130057,130057,0000-0003-1538-1822,57200511281,Q-3801-2018,harimurugan@nitj.ac.in,11,38,,4,17,Electrical and Electronic Engineering
Dr Kailash Sharma,Assistant Professor,Department of Electrical Engineering,https://nitj.irins.org/profile/107430,107430,0000-0002-3834-7718,55561823400,AAC-7245-2019,https://scholar.google.co.in/citations?user=subvPd,59,2,,15,161,Electrical and Electronic Engineering
Dr Vijay  Kumar,Associate Professor,Department of Information Technology,https://nitj.irins.org/profile/101403,101403,0000-0002-3460-6989,57375362000,A-2782-2015,kviNdloAAAAJ,275,17,,52,496,Computer Science Artificial Intelligence
Dr Avani Vyas,Assistant Professor (Grade-II),Department of Information Technology,https://nitj.irins.org/profile/339440,339440,0000-0002-4689-6477,57209104014,,IlZMbYQAAAAJ,9,75,,5,13,Computer Science Theory and Methods
Dr JASPAL KAUR SAINI,Assistant Professor (Grade-II),Department of Information Technology,https://nitj.irins.org/profile/479623,479623,0000-0003-1142-1356,56031659100,HGC-6731-2022,Gea9i5cAAAAJ,15,124,,5,15,Computer Science Artificial Intelligence
Dr Abhishek Narwaria,Assistant Professor (Grade-II),Department of Information Technology,https://nitj.irins.org/profile/616103,616103,0000-0001-9257-9299,57212344439,OIS-2543-2025,sCmoheIAAAAJ,9,61,,4,16,Computer Science Theory and Methods
Dr Vikas Chauhan,Assistant Professor (Grade-II),Department of Information Technology,https://nitj.irins.org/profile/643829,643829,0000-0003-2089-0963,,,fVs2mqcAAAAJ,10,1,,5,41,Computer Science Artificial Intelligence
Dr Arun  Kumar,Assistant Professor (Grade-II),Department of Information Technology,https://nitj.irins.org/profile/651876,651876,,,,,,,,,,Computer Science Artificial Intelligence
Dr Kumar Prateek,Assistant Professor (Grade-II),Department of Information Technology,https://nitj.irins.org/profile/652654,652654,0000-0003-3528-3082,57503071300,AER-0399-2022,yBNfbLwAAAAJ,14,1,,7,29,Computer Science Information Systems
Dr Bharat Krishan Mahaur,Assistant Professor (Grade-II),Department of Information Technology,https://nitj.irins.org/profile/652787,652787,0000-0002-0018-1951,57219966163,OJT-1944-2025,4J-a2RUAAAAJ,9,345,,5,12,Computer Science Artificial Intelligence
Dr Ikkurthi Bhanu  Prasad,Assistant Professor (Grade-II),Department of Information Technology,https://nitj.irins.org/profile/652892,652892,,57222372599,,,11,59,,5,62,Computer Science Theory and Methods
Ms Kusum Kumari Bharti,Assistant Professor,Department of Information Technology,https://nitj.irins.org/profile/105275,105275,,55221909400,,,28,625,,10,30,Computer Science Information Systems
Dr Nisha Chaurasia,Assistant Professor,Department of Information Technology,https://nitj.irins.org/profile/114018,114018,0000-0002-0007-2712,57191330818,F-8863-2017,6AbENWcAAAAJ,43,1,,7,109,Computer Science Interdisciplinary SCI
Dr Mohit Kumar,Assistant Professor,Department of Information Technology,https://nitj.irins.org/profile/114068,114068,0000-0003-1600-6872,56243664000,T-8073-2018,https://scholar.google.com/citations?user=5zbn8FcA,107,3,,26,509,Computer Science Information Systems
Dr Naveen Kumar Gupta,Assistant Professor,Department of Information Technology,https://nitj.irins.org/profile/341518,341518,0000-0003-0085-6661,57209931849,AAV-5989-2020,N05cs1QAAAAJ,14,1,,5,35,Computer Science Information Systems
Dr. Jaydeep Das,Assistant Professor,Department of Mathematics & Computing,https://nitj.irins.org/profile/652444,652444,0000-0002-7586-8205,57027061500,HIR-3997-2022,jQdOJaQAAAAJ,15,125,,7,43,Computer Science Information Systems
